SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP03,E2,P06,01/28/2022,3150,53,287
SP01,E5,P11,01/05/2022,6909,166,407
SP13,E5,P02,01/14/2022,4466,2,187
SP12,E2,P08,01/28/2022,2247,190,205
SP03,E3,P14,01/03/2022,329,158,66
SP12,E4,P08,01/05/2022,14959,313,1069
SP02,E3,P09,01/21/2022,9674,449,645
SP12,E3,P08,01/04/2022,5376,353,489
SP18,E4,P08,01/19/2022,9751,120,813
SP06,E3,P20,01/21/2022,10031,41,669
SP05,E3,P16,01/13/2022,9065,11,756
SP21,E4,P13,01/10/2022,8512,10,946
SP12,E2,P14,01/07/2022,5425,48,905
SP03,E6,P17,01/25/2022,10563,236,1174
SP06,E6,P18,01/25/2022,7693,16,642
SP09,E6,P11,01/21/2022,5117,138,256
SP21,E3,P15,01/26/2022,4312,239,206
SP10,E5,P05,01/10/2022,5670,216,237
SP14,E6,P08,01/11/2022,1372,45,92
SP17,E2,P14,01/26/2022,1183,16,148
SP01,E6,P06,01/07/2022,3052,119,340
SP14,E6,P10,01/26/2022,588,9,74
SP06,E6,P04,01/06/2022,6552,51,345
SP11,E5,P19,01/18/2022,10465,142,551
SP22,E5,P09,01/13/2022,13916,152,928
SP24,E6,P04,01/10/2022,4137,233,207
SP20,E1,P08,01/25/2022,4599,33,419
SP02,E5,P04,01/11/2022,17773,67,988
SP14,E4,P12,01/27/2022,13160,138,1880
SP13,E4,P12,01/06/2022,3192,174,355
SP14,E2,P14,01/07/2022,3241,226,541
SP08,E1,P07,01/04/2022,9576,13,1368
SP05,E4,P04,01/14/2022,11403,367,634
SP11,E1,P01,01/14/2022,98,64,6
SP24,E4,P19,01/06/2022,11389,89,496
SP11,E4,P06,01/07/2022,546,288,55
SP04,E2,P15,01/10/2022,18697,197,891
SP14,E1,P08,01/25/2022,3878,322,277
SP24,E6,P22,01/28/2022,2765,229,213
SP11,E3,P08,01/03/2022,7721,241,594
SP10,E3,P22,01/24/2022,12894,253,1075
SP10,E2,P17,01/28/2022,7112,37,647
SP19,E4,P01,01/07/2022,1015,421,60
SP03,E5,P09,01/25/2022,3801,173,212
SP16,E1,P09,01/04/2022,2513,130,158
SP01,E4,P15,01/07/2022,6566,388,299
SP18,E6,P13,01/12/2022,1526,238,218
SP04,E4,P22,01/07/2022,8204,14,547
SP13,E2,P14,01/25/2022,6146,418,683
SP20,E2,P15,01/21/2022,4977,285,227
SP16,E4,P22,01/07/2022,13153,86,1097
SP14,E3,P01,01/25/2022,1008,212,68
SP25,E5,P17,01/18/2022,1246,24,156
SP04,E2,P10,01/27/2022,9072,68,1296
SP21,E4,P11,01/05/2022,6664,41,334
SP18,E6,P18,01/18/2022,1666,156,129
SP23,E3,P15,01/12/2022,1253,90,57
SP20,E5,P10,01/11/2022,14105,133,2015
SP09,E6,P09,01/21/2022,6930,215,385
SP04,E1,P16,01/28/2022,3787,678,345
SP18,E5,P18,01/25/2022,469,151,47
SP24,E4,P20,01/05/2022,6223,16,389
SP21,E2,P02,01/14/2022,7714,211,286
SP04,E3,P17,01/04/2022,1232,134,103
SP22,E5,P03,01/13/2022,4711,204,182
SP07,E3,P05,01/17/2022,2569,36,123
SP15,E5,P05,01/12/2022,1477,60,68
SP16,E1,P06,01/13/2022,8687,121,869
SP01,E2,P09,01/07/2022,1288,286,81
SP22,E5,P12,01/11/2022,2639,135,240
SP09,E6,P16,01/26/2022,3059,218,204
SP03,E4,P14,01/04/2022,5306,85,758
SP02,E4,P22,01/28/2022,2674,60,168
SP24,E3,P13,01/07/2022,8225,283,1371
SP05,E5,P14,01/28/2022,378,113,54
SP23,E4,P14,01/04/2022,3808,219,762
SP06,E1,P17,01/25/2022,385,128,35
SP20,E5,P04,01/26/2022,10633,25,507
SP19,E1,P22,01/06/2022,5530,200,369
SP10,E3,P02,01/05/2022,3731,319,156
SP06,E6,P11,01/13/2022,3528,250,196
SP21,E3,P21,01/24/2022,3444,172,182
SP18,E4,P18,01/21/2022,9968,135,907
SP13,E6,P17,01/03/2022,5579,130,558
SP04,E4,P02,01/27/2022,3983,389,160
SP12,E3,P12,01/24/2022,11900,13,1700
SP13,E5,P19,01/13/2022,7882,209,415
SP01,E3,P20,01/24/2022,10794,429,771
SP23,E1,P17,01/14/2022,3752,7,469
SP25,E1,P11,01/25/2022,490,41,25
SP17,E5,P22,01/21/2022,5243,35,437
SP08,E3,P20,01/14/2022,6818,224,487
SP25,E6,P09,01/04/2022,763,331,48
SP18,E4,P15,01/13/2022,7833,330,373
SP18,E1,P09,01/25/2022,5642,49,314
SP05,E1,P12,01/25/2022,7266,243,909
SP22,E5,P06,01/05/2022,6769,196,565
SP22,E1,P16,01/14/2022,840,308,70
SP06,E2,P16,01/26/2022,4676,72,390
SP07,E1,P12,01/13/2022,3157,344,351
SP15,E3,P22,01/06/2022,1995,159,125
SP16,E1,P13,01/18/2022,8855,275,1771
SP10,E6,P13,01/13/2022,1043,209,131
SP05,E4,P14,01/19/2022,2786,107,310
SP02,E1,P08,01/25/2022,2527,143,195
SP21,E6,P17,01/25/2022,4242,140,425
SP08,E2,P22,01/18/2022,15253,48,954
SP19,E1,P18,01/10/2022,5495,251,393
SP12,E6,P04,01/28/2022,7217,245,401
SP23,E4,P11,01/26/2022,6559,199,328
SP10,E5,P21,01/07/2022,10318,38,516
SP21,E1,P06,01/14/2022,2205,259,170
SP02,E3,P06,01/21/2022,3731,428,374
SP19,E4,P07,01/06/2022,6328,255,791
SP19,E2,P18,01/24/2022,3227,31,269
SP10,E3,P04,01/18/2022,1197,50,60
SP17,E4,P10,01/10/2022,756,6,95
SP15,E5,P21,01/21/2022,6797,153,324
SP08,E1,P01,01/10/2022,16121,55,896
SP13,E6,P11,01/24/2022,1113,254,66
SP10,E4,P11,01/18/2022,2765,186,146
SP19,E6,P09,01/25/2022,5033,368,297
SP10,E2,P08,01/07/2022,3843,54,275
SP13,E5,P10,01/07/2022,11907,186,1323
SP23,E2,P05,01/26/2022,9289,367,443
SP12,E5,P13,01/25/2022,6580,15,1316
SP20,E3,P07,01/04/2022,8099,86,1620
SP08,E3,P02,01/26/2022,4326,10,174
SP05,E6,P08,01/17/2022,10206,190,851
SP23,E5,P17,01/14/2022,7847,3,654
SP07,E2,P08,01/27/2022,14070,365,1280
SP10,E3,P03,01/18/2022,329,318,14
SP14,E4,P22,01/24/2022,5089,156,340
SP02,E4,P10,01/06/2022,7539,373,1077
SP04,E1,P05,01/10/2022,1407,192,67
SP10,E3,P08,01/18/2022,9849,8,758
SP04,E1,P21,01/14/2022,14875,422,709
SP11,E2,P01,01/03/2022,7609,393,448
SP10,E2,P16,01/03/2022,420,34,28
SP08,E5,P09,01/13/2022,924,27,66
SP25,E2,P06,01/21/2022,13867,34,1067
SP24,E3,P16,01/27/2022,2716,29,194
SP22,E3,P18,01/11/2022,4613,70,385
SP14,E5,P08,01/12/2022,15302,258,1392
SP16,E2,P19,01/18/2022,434,200,20
SP16,E6,P10,01/28/2022,735,106,147
SP06,E4,P09,01/27/2022,7140,156,447
SP12,E6,P01,01/04/2022,10171,63,566
SP10,E1,P22,01/18/2022,2086,113,131
SP02,E4,P08,01/03/2022,5292,99,441
SP01,E1,P14,01/31/2022,2485,48,355
SP14,E2,P12,01/26/2022,3920,77,392
SP05,E6,P18,01/21/2022,8785,328,879
SP03,E4,P06,01/25/2022,7588,108,690
SP21,E6,P16,01/28/2022,4690,213,427
SP19,E1,P12,01/25/2022,3815,221,382
SP09,E4,P16,01/03/2022,1260,336,105
SP12,E5,P19,01/25/2022,9457,12,412
SP19,E3,P20,01/13/2022,1883,68,118
SP04,E2,P04,01/14/2022,2114,52,118
SP12,E6,P18,01/28/2022,8008,261,572
SP18,E6,P14,01/18/2022,973,155,122
SP02,E2,P16,01/10/2022,4389,94,366
SP15,E2,P08,01/27/2022,6776,374,522
SP11,E6,P12,01/26/2022,3549,184,444
SP07,E3,P21,01/04/2022,6720,244,396
SP23,E6,P14,01/05/2022,2177,214,363
SP03,E6,P15,01/18/2022,14819,71,618
SP10,E4,P03,01/10/2022,1505,107,56
SP23,E2,P10,01/10/2022,14119,213,1765
SP01,E1,P06,01/10/2022,2814,15,282
SP04,E3,P03,01/26/2022,2982,326,125
SP21,E4,P02,01/26/2022,1715,263,62
SP14,E4,P02,01/11/2022,5453,153,195
SP25,E5,P15,01/07/2022,182,210,9
SP07,E4,P15,01/26/2022,6762,173,294
SP15,E6,P12,01/20/2022,7497,40,750
SP23,E5,P16,01/07/2022,9527,384,794
SP09,E6,P04,01/13/2022,21490,334,1132
SP10,E3,P12,01/14/2022,8974,420,1122
SP24,E4,P07,01/14/2022,868,500,145
SP12,E3,P04,01/10/2022,2331,47,138
SP04,E1,P10,01/28/2022,12586,145,2518
SP07,E2,P17,01/07/2022,4921,250,493
SP15,E3,P20,01/28/2022,1638,136,103
SP02,E2,P14,01/13/2022,959,28,160
SP17,E6,P10,01/04/2022,4221,38,469
SP24,E1,P16,01/11/2022,7406,163,618
SP07,E4,P05,01/24/2022,5026,136,229
SP13,E4,P21,01/14/2022,5866,220,294
SP02,E3,P21,01/06/2022,5481,96,275
SP06,E1,P13,01/13/2022,4452,246,495
SP17,E1,P13,01/21/2022,10850,362,1550
SP05,E2,P18,01/13/2022,1484,174,115
SP02,E6,P02,01/14/2022,4123,12,148
SP07,E4,P22,01/07/2022,8729,133,624
SP09,E4,P04,01/11/2022,4130,395,230
SP24,E5,P16,01/19/2022,4872,293,325
SP23,E2,P06,01/19/2022,5558,150,618
SP05,E3,P19,01/26/2022,6055,132,303
SP22,E6,P07,01/28/2022,14413,154,1802
SP14,E5,P19,01/07/2022,13209,26,629
SP24,E6,P03,01/07/2022,14560,3,607
SP23,E4,P07,01/04/2022,3787,321,474
SP25,E1,P08,01/12/2022,6608,216,551
SP24,E4,P21,01/03/2022,9534,96,477
SP05,E4,P11,01/13/2022,12838,275,803
SP02,E6,P20,01/25/2022,8799,178,550
SP10,E4,P02,01/13/2022,16254,157,602
SP09,E1,P03,01/14/2022,1666,99,67
SP25,E1,P03,01/04/2022,10724,130,383
SP25,E2,P13,01/26/2022,11984,181,1712
SP24,E6,P19,01/04/2022,8225,258,412
SP23,E1,P07,01/19/2022,10682,100,1526
SP17,E5,P05,01/18/2022,11746,85,511
SP15,E5,P10,01/03/2022,8862,182,1477
SP03,E4,P05,01/21/2022,11592,334,527
SP21,E2,P10,01/07/2022,3871,338,431
SP14,E2,P08,12/20/2021,21,82,2
SP20,E2,P12,02/04/2022,1414,334,57
SP25,E3,P19,01/25/2021,5523,122,241
SP12,E6,P01,06/16/2021,8232,125,749
SP16,E1,P12,10/29/2021,567,136,25
SP22,E6,P17,03/25/2022,553,68,43
SP03,E5,P22,06/02/2021,24633,39,986
SP11,E1,P08,09/10/2021,6629,124,510
SP11,E2,P20,02/18/2022,476,315,27
SP14,E3,P18,01/24/2022,1512,404,152
SP01,E5,P07,05/17/2021,8456,347,368
SP02,E3,P05,06/25/2021,7112,177,445
SP18,E2,P01,01/19/2021,6223,375,623
SP05,E2,P14,04/29/2021,42,108,6
SP12,E5,P14,12/06/2021,3654,53,522
SP24,E3,P20,11/17/2021,6426,42,402
SP25,E3,P10,02/09/2021,8309,137,416
SP21,E4,P04,11/17/2021,2961,58,175
SP23,E5,P12,11/10/2021,4984,103,227
SP12,E4,P12,01/25/2021,12229,69,532
SP24,E1,P05,03/15/2021,12768,421,798
SP24,E2,P20,02/26/2021,2429,259,152
SP13,E1,P06,02/15/2021,3206,49,229
SP10,E5,P08,08/25/2021,49,143,4
SP19,E2,P03,07/21/2021,917,218,77
SP18,E4,P14,03/08/2022,672,144,75
SP15,E3,P04,05/17/2021,5789,29,341
SP06,E5,P17,02/15/2021,9030,61,695
SP25,E1,P05,03/11/2021,10360,17,576
SP01,E2,P19,08/02/2021,18473,107,770
SP06,E3,P01,10/18/2021,4452,145,371
SP06,E4,P03,04/06/2021,21525,210,1957
SP22,E6,P18,04/01/2021,20832,78,2604
SP18,E6,P14,05/24/2021,9541,237,955
SP15,E1,P18,03/15/2021,5404,331,676
SP18,E1,P14,03/29/2022,12187,19,1355
SP11,E4,P19,05/07/2021,5152,198,224
SP19,E6,P12,09/27/2021,7049,186,294
SP15,E2,P08,02/24/2022,1813,285,130
SP06,E3,P05,06/15/2021,8904,163,557
SP24,E6,P15,03/26/2021,5614,170,234
SP03,E5,P21,02/24/2021,7224,22,452
SP12,E1,P08,06/08/2021,6132,84,558
SP03,E6,P18,10/27/2021,399,22,45
SP08,E2,P20,01/08/2021,7602,63,423
SP04,E1,P03,02/11/2022,1939,157,150
SP16,E3,P14,10/04/2021,2499,22,250
SP18,E2,P06,06/17/2021,3787,214,271
SP08,E3,P03,03/01/2021,7105,153,593
SP03,E1,P09,01/21/2022,13580,234,1509
SP01,E6,P19,06/28/2021,175,45,8
SP01,E1,P10,05/07/2021,2947,207,174
SP23,E4,P22,10/28/2021,2352,243,107
SP10,E4,P17,11/03/2021,2163,43,217
SP04,E1,P04,10/13/2021,10416,61,695
SP10,E4,P01,02/24/2022,4382,20,487
SP07,E2,P01,12/29/2021,1106,28,111
SP23,E6,P02,01/21/2022,1568,78,59
SP13,E4,P08,03/25/2022,15778,11,1435
SP15,E2,P21,06/15/2021,12558,162,785
SP03,E2,P06,07/21/2021,4711,28,278
SP01,E6,P01,10/14/2021,8981,55,749
SP19,E3,P11,01/01/2021,20818,363,1096
SP10,E4,P11,01/19/2021,7518,51,342
SP10,E5,P03,02/22/2022,5439,244,495
SP23,E3,P05,01/13/2022,5936,304,313
SP05,E3,P04,01/05/2022,203,162,12
SP03,E6,P04,04/20/2021,4592,204,287
SP23,E3,P18,12/03/2021,5411,279,677
SP18,E6,P08,01/26/2021,5691,203,438
SP16,E4,P08,07/07/2021,10451,331,871
SP05,E3,P01,06/22/2021,12089,14,1099
SP08,E6,P09,10/01/2021,4802,97,481
SP06,E2,P05,03/11/2021,6139,168,384
SP07,E4,P18,01/11/2022,4627,91,661
SP25,E1,P06,12/30/2021,9996,71,667
SP25,E2,P14,05/28/2021,672,462,68
SP17,E5,P11,05/25/2021,9912,15,451
SP03,E5,P02,12/22/2021,7917,233,317
SP04,E3,P13,03/01/2021,5362,157,283
SP23,E1,P12,03/10/2021,7315,187,333
SP17,E4,P19,11/11/2021,11312,38,515
SP25,E1,P03,02/16/2021,6720,343,611
SP08,E4,P22,04/02/2021,3255,62,142
SP21,E6,P03,07/23/2021,294,22,27
SP07,E4,P07,03/05/2021,3605,127,145
SP03,E1,P08,01/19/2021,5915,268,423
SP13,E1,P02,07/20/2021,3143,110,126
SP07,E5,P10,12/17/2021,8155,394,408
SP17,E3,P16,05/11/2021,4949,292,707
SP03,E4,P02,01/25/2022,12845,317,514
SP20,E2,P06,10/04/2021,10444,189,746
SP06,E2,P22,08/24/2021,2016,222,81
SP24,E3,P01,11/03/2021,1071,286,108
SP24,E3,P21,02/16/2022,2716,36,170
SP15,E4,P02,01/13/2022,4333,305,167
SP21,E5,P01,12/20/2021,4235,120,385
SP19,E2,P09,07/13/2021,13076,186,1635
SP10,E5,P12,11/19/2021,12236,254,557
SP24,E1,P10,12/29/2021,7882,370,415
SP13,E3,P20,11/02/2021,2261,534,151
SP18,E6,P01,03/25/2022,4809,55,401
SP03,E4,P21,03/18/2021,5033,472,315
SP14,E3,P14,02/18/2022,6181,18,619
SP24,E3,P05,01/11/2021,8323,199,463
SP25,E4,P10,01/25/2022,5082,314,283
SP04,E4,P18,01/08/2021,7770,98,1110
SP21,E6,P15,03/26/2021,2177,115,81
SP19,E3,P04,03/31/2021,854,188,48
SP01,E5,P01,08/16/2021,6370,142,708
SP04,E1,P19,02/22/2021,8862,146,403
SP03,E4,P18,10/19/2021,9184,88,1148
SP16,E5,P13,03/24/2022,1505,66,72
SP20,E4,P22,06/03/2021,4956,153,207
SP16,E4,P06,09/10/2021,8295,274,488
SP09,E2,P17,09/20/2021,1015,17,85
SP05,E6,P01,11/18/2021,9996,110,909
SP04,E4,P16,08/27/2021,6230,112,693
SP22,E6,P16,01/19/2021,5544,274,792
SP02,E6,P05,02/22/2021,1904,112,119
SP04,E1,P10,03/01/2021,3563,330,210
SP09,E1,P07,12/30/2021,6468,82,270
SP23,E2,P07,02/24/2022,11851,374,494
SP25,E5,P21,03/01/2021,3521,236,221
SP18,E4,P17,11/11/2021,3409,334,263
SP04,E4,P21,12/31/2021,4249,325,266
SP12,E3,P20,03/26/2021,7581,233,474
SP13,E4,P16,02/07/2022,5992,330,666
SP05,E1,P05,09/21/2021,9289,81,547
SP15,E4,P10,02/04/2021,8792,130,489
SP05,E4,P05,04/27/2021,490,13,31
SP04,E4,P06,03/30/2022,4529,241,267
SP13,E1,P22,06/09/2021,847,11,36
SP24,E6,P13,01/15/2021,8757,68,417
SP14,E1,P01,11/11/2021,1113,180,102
SP09,E6,P11,02/01/2022,4697,309,214
SP09,E5,P19,05/06/2021,4137,231,180
SP01,E3,P02,02/07/2022,9912,152,413
SP16,E6,P17,10/05/2021,8232,107,749
SP16,E4,P13,01/11/2021,8624,53,454
SP22,E1,P01,10/29/2021,8932,56,993
SP18,E5,P04,02/15/2021,4739,108,297
SP16,E2,P13,08/09/2021,3010,40,159
SP21,E2,P05,01/20/2022,6993,15,389
SP22,E6,P13,12/07/2021,5635,74,282
SP17,E5,P09,09/24/2021,10661,17,1333
SP09,E4,P18,01/01/2021,5782,217,579
SP20,E6,P09,11/22/2021,11095,10,1387
SP17,E6,P11,12/20/2021,17136,151,902
SP02,E1,P01,03/30/2022,8876,445,888
SP01,E1,P17,09/20/2021,3066,170,236
SP17,E1,P01,07/08/2021,2926,124,293
SP18,E3,P13,05/21/2021,3710,44,186
SP03,E4,P08,01/19/2022,1624,82,136
SP04,E4,P17,10/14/2021,2044,134,158
SP05,E2,P09,10/07/2021,7105,408,711
SP07,E1,P06,07/22/2021,357,153,24
SP07,E4,P19,09/09/2021,3234,43,141
SP23,E1,P03,06/30/2021,13370,260,1216
SP17,E3,P13,02/22/2021,2870,75,137
SP09,E3,P01,10/19/2021,3024,37,336
SP19,E1,P07,03/28/2022,12299,13,535
SP20,E3,P17,03/05/2021,3626,88,330
SP08,E4,P03,01/10/2022,3773,564,291
SP25,E4,P08,04/28/2021,1176,192,84
SP17,E5,P17,05/07/2021,3913,63,392
SP01,E6,P11,09/09/2021,4620,200,220
SP22,E5,P22,07/21/2021,3647,128,166
SP23,E5,P17,03/22/2021,2457,190,224
SP24,E5,P04,01/06/2021,3682,43,205
SP18,E3,P17,08/06/2021,4130,295,318
SP06,E6,P05,06/25/2021,7973,18,420
SP03,E6,P20,08/11/2021,1778,139,119
SP22,E3,P07,01/08/2021,3346,69,134
SP15,E6,P22,06/09/2021,4193,153,191
SP17,E1,P22,01/01/2021,4508,188,181
SP21,E1,P11,02/24/2021,6167,52,309
SP18,E3,P03,12/17/2021,4522,66,323
SP02,E4,P07,11/02/2021,1008,136,46
SP24,E4,P07,09/21/2021,3059,17,133
SP13,E6,P05,12/27/2021,1330,159,84
SP07,E4,P10,02/22/2021,2065,45,122
SP22,E3,P22,02/15/2021,812,87,33
SP24,E3,P18,01/24/2022,161,293,21
SP21,E5,P20,02/16/2022,6804,237,426
SP02,E1,P11,12/07/2021,6034,331,318
SP22,E6,P11,01/21/2021,3220,176,170
SP13,E4,P10,12/09/2021,5684,80,300
SP14,E3,P15,09/28/2021,2387,88,89
SP13,E1,P07,08/20/2021,4956,193,226
SP11,E2,P05,03/04/2021,7021,281,413
SP20,E3,P19,04/05/2021,140,491,7
SP03,E3,P01,07/07/2021,17885,32,1626
SP11,E2,P12,10/19/2021,5649,21,236
SP23,E1,P20,10/21/2021,10038,265,558
SP20,E4,P03,03/04/2021,686,81,63
SP05,E6,P11,01/19/2022,4634,180,232
SP13,E1,P12,09/23/2021,6433,24,269
SP12,E3,P10,12/08/2021,574,271,31
SP08,E2,P15,01/05/2022,7574,173,292
SP22,E4,P18,11/11/2021,2058,29,258
SP09,E1,P08,03/23/2021,6643,75,511
SP14,E1,P15,02/04/2021,5313,266,205
SP01,E1,P20,02/22/2022,4424,486,246
SP18,E4,P12,07/07/2021,2107,265,92
SP09,E6,P16,07/29/2021,3073,13,513
SP19,E2,P11,09/17/2021,3122,107,165
SP19,E3,P22,10/21/2021,8967,175,374
SP18,E6,P18,10/12/2021,7875,88,875
SP12,E5,P04,05/21/2021,777,14,44
SP09,E2,P16,01/11/2021,8022,82,1003
SP15,E1,P16,01/24/2022,12110,153,1514
SP15,E5,P10,08/31/2021,833,11,42
SP22,E4,P05,01/12/2021,3094,40,194
SP16,E5,P03,04/07/2021,2835,198,219
SP14,E5,P11,02/12/2021,126,297,7
SP25,E3,P16,09/24/2021,8904,45,1484
SP03,E6,P03,12/17/2021,6573,100,506
SP20,E6,P01,11/04/2021,539,169,45
SP17,E6,P03,01/19/2021,2772,95,231
SP06,E2,P07,12/01/2021,1554,100,65
SP03,E5,P05,08/30/2021,175,80,11
SP20,E5,P22,11/23/2021,10346,180,450
SP12,E4,P16,03/02/2021,1897,129,238
SP09,E6,P01,12/13/2021,5040,124,459
SP22,E1,P17,02/24/2022,3115,248,312
SP08,E6,P13,10/19/2021,2842,6,143
SP23,E3,P03,09/13/2021,707,289,59
SP23,E2,P22,02/09/2021,5271,235,230
SP24,E4,P04,04/07/2021,5558,79,371
SP10,E2,P06,04/13/2021,2989,165,214
SP01,E3,P04,01/05/2021,3262,124,182
SP06,E3,P04,12/01/2021,3563,250,238
SP15,E5,P13,04/19/2021,14574,427,694
SP11,E3,P16,05/28/2021,5705,14,815
SP19,E4,P15,03/19/2021,4543,289,190
SP11,E4,P11,02/17/2022,2443,494,123
SP22,E4,P10,02/08/2021,10290,50,515
SP05,E6,P17,08/10/2021,2184,23,219
SP09,E5,P02,10/19/2021,10829,74,402
SP05,E1,P16,09/27/2021,413,213,59
SP19,E3,P03,05/20/2021,12677,188,1057
SP06,E6,P06,01/10/2022,1344,202,90
SP18,E3,P16,04/22/2021,3906,245,558
SP14,E2,P15,03/21/2022,4795,99,185
SP20,E6,P06,06/15/2021,2940,2,196
SP09,E3,P11,09/03/2021,5726,33,261
SP02,E1,P12,12/01/2021,13223,167,551
SP15,E2,P22,01/26/2021,7903,21,330
SP13,E1,P16,12/20/2021,4515,32,565
SP25,E4,P19,01/14/2022,2352,59,103
SP14,E5,P17,03/16/2021,8617,93,663
SP17,E4,P15,08/10/2021,4228,32,177
SP10,E2,P11,04/13/2021,700,299,37
SP21,E2,P19,03/04/2021,6496,65,283
SP13,E5,P19,02/07/2022,4753,38,207
SP19,E3,P16,03/29/2022,11081,320,1583
SP23,E3,P13,01/07/2021,5243,31,276
SP13,E4,P05,02/10/2022,798,146,50
SP06,E6,P15,07/23/2021,4151,281,160
SP17,E5,P14,09/01/2021,7854,92,786
SP18,E3,P10,12/24/2021,4438,87,234
SP23,E2,P06,05/07/2021,1428,26,84
SP11,E3,P15,07/30/2021,3059,112,118
SP25,E1,P22,02/21/2022,9569,254,383
SP25,E2,P13,02/28/2022,6461,165,324
SP16,E5,P17,01/28/2021,14651,111,1127
SP07,E5,P14,10/29/2021,3983,4,443
SP15,E5,P18,10/27/2021,5705,123,571
SP11,E5,P06,01/13/2021,5124,211,342
SP09,E2,P19,03/03/2021,203,80,9
SP12,E1,P13,10/18/2021,378,40,18
SP09,E1,P06,02/22/2022,9408,194,588
SP15,E3,P18,04/07/2021,5096,141,567
SP05,E4,P07,02/09/2021,6888,185,276
SP22,E1,P14,05/20/2021,1295,150,130
SP15,E5,P15,09/01/2021,7497,160,300
SP09,E3,P12,03/10/2021,2002,74,91
SP13,E3,P03,06/22/2021,7161,330,651
SP11,E4,P05,08/10/2021,13013,584,814
SP01,E1,P08,05/25/2021,9471,70,861
SP03,E2,P17,08/30/2021,12761,285,1277
SP05,E1,P14,06/16/2021,5642,74,627
SP20,E3,P08,01/06/2021,952,127,68
SP02,E5,P14,10/27/2021,1785,90,179
SP03,E6,P09,09/14/2021,686,165,86
SP09,E3,P04,09/20/2021,6699,164,373
SP03,E2,P04,11/05/2021,4221,16,249
SP16,E5,P12,04/08/2021,6335,76,254
SP19,E4,P10,02/08/2022,9149,472,539
SP15,E4,P14,05/10/2021,5236,56,655
SP06,E5,P13,01/04/2021,8141,398,388
SP18,E3,P07,01/10/2022,14084,158,564
SP10,E4,P18,07/08/2021,4683,210,586
SP07,E4,P08,04/15/2021,1407,14,128
SP21,E6,P07,03/16/2021,3108,81,142
SP20,E4,P01,02/18/2021,3815,306,347
SP11,E4,P18,04/12/2021,8155,149,1165
SP12,E3,P13,11/16/2021,2611,264,138
SP11,E2,P06,09/09/2021,2485,272,147
SP18,E2,P03,08/10/2021,4557,7,380
SP08,E1,P06,01/29/2021,1547,11,91
SP02,E2,P08,01/10/2022,4179,298,299
SP12,E2,P22,03/02/2021,7385,1,336
SP01,E4,P13,03/16/2021,1729,220,83
SP18,E1,P05,03/30/2021,4312,64,254
SP23,E5,P07,07/12/2021,4970,164,217
SP08,E4,P01,08/05/2021,6433,435,644
SP05,E1,P12,07/28/2021,4753,76,191
SP22,E6,P03,05/11/2021,1855,358,169
SP25,E2,P05,03/09/2022,2079,21,116
SP20,E5,P10,07/21/2021,455,110,23
SP01,E2,P11,01/05/2022,6636,272,302
SP25,E4,P07,01/07/2021,189,51,9
SP19,E1,P12,08/26/2021,4760,220,207
SP12,E6,P09,02/26/2021,9149,53,915
SP13,E5,P06,05/12/2021,819,190,59
SP11,E1,P12,10/19/2021,11137,2,485
SP11,E3,P18,03/10/2021,18361,32,1837
SP12,E5,P12,01/25/2021,11424,57,457
SP15,E2,P14,01/05/2021,6342,264,705
SP03,E3,P17,12/16/2021,7616,412,635
SP23,E4,P16,12/01/2021,3290,137,366
SP02,E4,P10,10/05/2021,924,21,52
SP15,E3,P09,01/18/2021,1148,254,128
SP03,E4,P19,11/04/2021,6580,187,287
SP01,E3,P01,01/28/2021,4977,314,553
SP02,E3,P09,11/26/2021,28,96,4
SP09,E3,P10,03/02/2021,1470,233,78
SP23,E5,P14,05/19/2021,6580,138,940
SP09,E5,P05,01/26/2022,1225,182,73
SP01,E3,P21,03/30/2021,4732,103,364
SP08,E1,P08,01/11/2022,8190,248,683
SP15,E1,P21,08/31/2021,12481,212,892
SP21,E6,P05,03/19/2021,7630,46,449
SP14,E2,P19,02/09/2021,6454,466,281
SP21,E3,P14,01/10/2022,10983,281,1099
SP24,E4,P01,02/16/2022,23912,211,1993
SP15,E3,P05,02/05/2021,2807,79,148
SP17,E2,P14,02/02/2022,7196,56,720
SP21,E1,P21,01/15/2021,4585,24,328
SP05,E6,P06,02/22/2022,1883,47,126
SP24,E2,P12,05/13/2021,4410,133,184
SP07,E1,P04,11/16/2021,161,89,9
SP12,E4,P04,01/31/2022,728,1,41
SP12,E5,P21,03/10/2022,4032,109,252
SP04,E6,P18,09/28/2021,2541,159,363
SP04,E3,P11,12/02/2021,18116,185,824
SP18,E1,P06,10/18/2021,5789,86,386
SP06,E1,P09,02/16/2021,4480,32,498
SP01,E1,P03,06/30/2021,10654,156,820
SP17,E6,P13,01/28/2022,7616,161,347
SP22,E2,P15,02/04/2022,9282,489,387
SP22,E3,P11,01/25/2022,9681,25,441
SP16,E3,P09,02/28/2022,1365,173,137
SP17,E3,P12,11/26/2021,6405,227,279
SP17,E5,P22,08/19/2021,3059,162,133
SP04,E3,P01,12/30/2021,3829,85,426
SP23,E4,P07,01/21/2022,1351,342,57
SP01,E5,P12,12/06/2021,2422,1,97
SP08,E3,P05,12/23/2021,5355,333,335
SP03,E4,P15,01/10/2022,2387,101,96
SP11,E3,P01,02/21/2022,1057,228,106
SP25,E4,P17,04/27/2021,1211,208,94
